100,100,848209.0,7000.0,
100,100,46584.0,2333.0,
100,100,40459.0,2542.0,
100,100,26667.0,1791.0,
100,100,23083.0,2209.0,
100,100,25125.0,1875.0,
100,100,31542.0,3458.0,
100,100,28459.0,2084.0,
100,100,27625.0,1833.0,
100,100,32333.0,2250.0,
100,100,28667.0,2334.0,
100,100,28375.0,1833.0,
100,100,33125.0,1917.0,
100,100,30500.0,1709.0,
100,100,32292.0,1709.0,
100,100,28667.0,2125.0,
100,100,26542.0,2333.0,
100,100,23208.0,2084.0,
100,100,24792.0,2417.0,
100,100,30333.0,2250.0,
100,100,22500.0,3250.0,
100,100,18333.0,1791.0,
100,100,16792.0,1792.0,
100,100,18625.0,1958.0,
100,100,17375.0,1875.0,
100,100,16458.0,1750.0,
100,100,14000.0,1791.0,
100,100,16125.0,1792.0,
100,100,30833.0,1833.0,
100,100,20917.0,1750.0,
100,50,284083.0,2292.0,
100,50,29875.0,2042.0,
100,50,27875.0,1834.0,
100,50,22792.0,1834.0,
100,50,27333.0,1792.0,
100,50,95875.0,1959.0,
100,50,29833.0,2041.0,
100,50,33542.0,1958.0,
100,50,45250.0,1917.0,
100,50,26708.0,1834.0,
100,50,40875.0,2750.0,
100,50,81084.0,1834.0,
100,50,22500.0,1792.0,
100,50,27000.0,1792.0,
100,50,20958.0,1792.0,
100,50,20791.0,1750.0,
100,50,20042.0,1834.0,
100,50,38916.0,1750.0,
100,50,22875.0,1750.0,
100,50,33500.0,1875.0,
100,50,31542.0,1750.0,
100,50,23416.0,2209.0,
100,50,28917.0,2375.0,
100,50,43666.0,2125.0,
100,50,35375.0,1875.0,
100,50,36375.0,2250.0,
100,50,41250.0,2417.0,
100,50,32834.0,1791.0,
100,50,22458.0,1666.0,
100,50,52958.0,2291.0,
100,34,164375.0,2000.0,
100,34,39750.0,2583.0,
100,34,40666.0,1875.0,
100,34,29750.0,1792.0,
100,34,24125.0,1833.0,
100,34,32834.0,1750.0,
100,34,51875.0,1750.0,
100,34,38042.0,1917.0,
100,34,31000.0,2125.0,
100,34,33167.0,2000.0,
100,34,49792.0,2250.0,
100,34,39000.0,2959.0,
100,34,51167.0,1958.0,
100,34,42250.0,1917.0,
100,34,33250.0,1833.0,
100,34,23333.0,1750.0,
100,34,116833.0,1875.0,
100,34,27875.0,1750.0,
100,34,28042.0,2209.0,
100,34,27916.0,1834.0,
100,34,33375.0,2000.0,
100,34,26666.0,2500.0,
100,34,20750.0,1833.0,
100,34,18750.0,1792.0,
100,34,19125.0,1750.0,
100,34,26667.0,1750.0,
100,34,24625.0,3708.0,
100,34,35791.0,3125.0,
100,34,35541.0,1917.0,
100,34,27125.0,1875.0,
100,25,206750.0,2416.0,
100,25,77083.0,1916.0,
100,25,46708.0,2708.0,
100,25,37416.0,1958.0,
100,25,37500.0,2208.0,
100,25,32542.0,1792.0,
100,25,32792.0,1834.0,
100,25,41167.0,1959.0,
100,25,31417.0,1833.0,
100,25,27000.0,1708.0,
100,25,43333.0,1833.0,
100,25,57958.0,1709.0,
100,25,41166.0,2709.0,
100,25,31208.0,1875.0,
100,25,35500.0,2000.0,
100,25,43958.0,1834.0,
100,25,27208.0,1708.0,
100,25,37083.0,1958.0,
100,25,44375.0,1916.0,
100,25,29542.0,1958.0,
100,25,28584.0,2000.0,
100,25,19875.0,1792.0,
100,25,23125.0,5167.0,
100,25,23042.0,2084.0,
100,25,26125.0,500.0,
100,25,33792.0,583.0,
100,25,25167.0,708.0,
100,25,22958.0,459.0,
100,25,22917.0,416.0,
100,25,22542.0,458.0,
100,20,258375.0,625.0,
100,20,36708.0,417.0,
100,20,27750.0,458.0,
100,20,26542.0,458.0,
100,20,32333.0,875.0,
100,20,40667.0,667.0,
100,20,61958.0,583.0,
100,20,57666.0,458.0,
100,20,43041.0,542.0,
100,20,45667.0,625.0,
100,20,45625.0,667.0,
100,20,52750.0,625.0,
100,20,47750.0,875.0,
100,20,69541.0,583.0,
100,20,36250.0,458.0,
100,20,44625.0,417.0,
100,20,47583.0,667.0,
100,20,38542.0,500.0,
100,20,45416.0,709.0,
100,20,42666.0,667.0,
100,20,47292.0,708.0,
100,20,36500.0,625.0,
100,20,59375.0,583.0,
100,20,48917.0,625.0,
100,20,51417.0,542.0,
100,20,56708.0,416.0,
100,20,34959.0,708.0,
100,20,88417.0,750.0,
100,20,35334.0,542.0,
100,20,36167.0,625.0,
100,17,361875.0,709.0,
100,17,61333.0,625.0,
100,17,33625.0,459.0,
100,17,56875.0,542.0,
100,17,26417.0,417.0,
100,17,60375.0,500.0,
100,17,25542.0,417.0,
100,17,23167.0,542.0,
100,17,25375.0,625.0,
100,17,23417.0,458.0,
100,17,25000.0,375.0,
100,17,26083.0,417.0,
100,17,28500.0,417.0,
100,17,30750.0,417.0,
100,17,35833.0,666.0,
100,17,43458.0,667.0,
100,17,31250.0,584.0,
100,17,26542.0,458.0,
100,17,28166.0,416.0,
100,17,24959.0,416.0,
100,17,42625.0,375.0,
100,17,20791.0,417.0,
100,17,23208.0,417.0,
100,17,19333.0,375.0,
100,17,37458.0,417.0,
100,17,29333.0,416.0,
100,17,33125.0,375.0,
100,17,29834.0,417.0,
100,17,54792.0,500.0,
100,17,28334.0,459.0,
100,15,271416.0,875.0,
100,15,49416.0,750.0,
100,15,42709.0,750.0,
100,15,34042.0,1125.0,
100,15,81000.0,833.0,
100,15,31417.0,708.0,
100,15,36542.0,666.0,
100,15,41625.0,750.0,
100,15,31583.0,1042.0,
100,15,21166.0,458.0,
100,15,32417.0,417.0,
100,15,29000.0,500.0,
100,15,23833.0,417.0,
100,15,29583.0,500.0,
100,15,36000.0,1583.0,
100,15,35292.0,750.0,
100,15,50542.0,791.0,
100,15,30166.0,667.0,
100,15,39000.0,791.0,
100,15,45833.0,875.0,
100,15,37875.0,708.0,
100,15,26125.0,500.0,
100,15,25000.0,417.0,
100,15,24083.0,375.0,
100,15,24750.0,417.0,
100,15,49416.0,500.0,
100,15,33083.0,458.0,
100,15,39042.0,417.0,
100,15,40875.0,500.0,
100,15,24625.0,417.0,
100,13,247750.0,458.0,
100,13,27583.0,416.0,
100,13,39250.0,416.0,
100,13,20000.0,375.0,
100,13,113959.0,667.0,
100,13,21666.0,417.0,
100,13,45750.0,417.0,
100,13,36041.0,4208.0,
100,13,21916.0,416.0,
100,13,31541.0,416.0,
100,13,21666.0,417.0,
100,13,20292.0,416.0,
100,13,78208.0,417.0,
100,13,24084.0,416.0,
100,13,23583.0,416.0,
100,13,21417.0,500.0,
100,13,50292.0,1083.0,
100,13,50875.0,542.0,
100,13,41208.0,625.0,
100,13,34667.0,625.0,
100,13,34875.0,834.0,
100,13,49417.0,625.0,
100,13,33916.0,542.0,
100,13,37625.0,417.0,
100,13,31917.0,542.0,
100,13,33125.0,417.0,
100,13,26750.0,834.0,
100,13,57042.0,750.0,
100,13,33250.0,708.0,
100,13,24583.0,625.0,
1000,1000,158375.0,2625.0,
1000,1000,11875.0,2416.0,
1000,1000,10792.0,2416.0,
1000,1000,10333.0,3416.0,
1000,1000,9750.0,2416.0,
1000,1000,22083.0,2458.0,
1000,1000,24167.0,2541.0,
1000,1000,19291.0,2375.0,
1000,1000,17334.0,2333.0,
1000,1000,20125.0,2375.0,
1000,1000,14291.0,2458.0,
1000,1000,16500.0,4250.0,
1000,1000,21000.0,2708.0,
1000,1000,10875.0,2375.0,
1000,1000,10208.0,2417.0,
1000,1000,10125.0,2375.0,
1000,1000,19167.0,2583.0,
1000,1000,13333.0,2375.0,
1000,1000,11041.0,2375.0,
1000,1000,9750.0,2291.0,
1000,1000,10291.0,3042.0,
1000,1000,9250.0,2333.0,
1000,1000,8459.0,2375.0,
1000,1000,8166.0,2291.0,
1000,1000,8416.0,2333.0,
1000,1000,9875.0,2334.0,
1000,1000,10917.0,2459.0,
1000,1000,11750.0,2417.0,
1000,1000,9875.0,8917.0,
1000,1000,10000.0,2417.0,
1000,500,241083.0,2667.0,
1000,500,14542.0,2417.0,
1000,500,11250.0,2375.0,
1000,500,10958.0,2333.0,
1000,500,11334.0,2375.0,
1000,500,9833.0,2333.0,
1000,500,16000.0,3084.0,
1000,500,14292.0,2334.0,
1000,500,9375.0,2292.0,
1000,500,10000.0,2333.0,
1000,500,9291.0,2333.0,
1000,500,9416.0,2291.0,
1000,500,9541.0,2333.0,
1000,500,9291.0,2333.0,
1000,500,9500.0,2875.0,
1000,500,9125.0,2333.0,
1000,500,15750.0,2416.0,
1000,500,18292.0,2959.0,
1000,500,32833.0,2583.0,
1000,500,14583.0,2708.0,
1000,500,20666.0,2708.0,
1000,500,11500.0,2416.0,
1000,500,15167.0,20958.0,
1000,500,20250.0,2584.0,
1000,500,14709.0,2625.0,
1000,500,22209.0,2583.0,
1000,500,16458.0,2459.0,
1000,500,12416.0,2375.0,
1000,500,11709.0,2333.0,
1000,500,13917.0,2375.0,
1000,334,124958.0,2708.0,
1000,334,24083.0,17542.0,
1000,334,18583.0,2750.0,
1000,334,30708.0,2792.0,
1000,334,17625.0,2458.0,
1000,334,13000.0,2583.0,
1000,334,15083.0,2625.0,
1000,334,14459.0,2333.0,
1000,334,13916.0,2458.0,
1000,334,15250.0,22083.0,
1000,334,11875.0,2416.0,
1000,334,12166.0,2459.0,
1000,334,11916.0,2375.0,
1000,334,10500.0,2375.0,
1000,334,12791.0,2333.0,
1000,334,11500.0,2417.0,
1000,334,10667.0,2333.0,
1000,334,11167.0,13917.0,
1000,334,12625.0,2333.0,
1000,334,10042.0,2292.0,
1000,334,10625.0,2333.0,
1000,334,28750.0,958.0,
1000,334,17666.0,1000.0,
1000,334,22000.0,917.0,
1000,334,15958.0,834.0,
1000,334,10459.0,792.0,
1000,334,11458.0,750.0,
1000,334,9542.0,792.0,
1000,334,9542.0,792.0,
1000,334,9625.0,750.0,
1000,250,174708.0,833.0,
1000,250,12208.0,792.0,
1000,250,12375.0,750.0,
1000,250,12125.0,750.0,
1000,250,21625.0,1042.0,
1000,250,27042.0,875.0,
1000,250,21458.0,1000.0,
1000,250,23708.0,833.0,
1000,250,15084.0,917.0,
1000,250,12750.0,792.0,
1000,250,11834.0,750.0,
1000,250,11542.0,750.0,
1000,250,25334.0,792.0,
1000,250,17792.0,792.0,
1000,250,21083.0,1000.0,
1000,250,25417.0,875.0,
1000,250,18166.0,791.0,
1000,250,17833.0,750.0,
1000,250,17000.0,750.0,
1000,250,16500.0,750.0,
1000,250,17125.0,792.0,
1000,250,17333.0,750.0,
1000,250,15459.0,875.0,
1000,250,13334.0,917.0,
1000,250,11000.0,792.0,
1000,250,10625.0,833.0,
1000,250,13541.0,833.0,
1000,250,13750.0,833.0,
1000,250,13417.0,792.0,
1000,250,11667.0,834.0,
1000,200,255209.0,791.0,
1000,200,18000.0,833.0,
1000,200,16000.0,791.0,
1000,200,18084.0,750.0,
1000,200,19708.0,833.0,
1000,200,20250.0,792.0,
1000,200,21583.0,792.0,
1000,200,19958.0,792.0,
1000,200,20084.0,750.0,
1000,200,18958.0,750.0,
1000,200,21375.0,792.0,
1000,200,20750.0,791.0,
1000,200,21667.0,1042.0,
1000,200,30208.0,875.0,
1000,200,19750.0,834.0,
1000,200,21458.0,792.0,
1000,200,49125.0,1000.0,
1000,200,52000.0,1000.0,
1000,200,25625.0,833.0,
1000,200,23083.0,1041.0,
1000,200,29041.0,1000.0,
1000,200,28125.0,959.0,
1000,200,32250.0,959.0,
1000,200,34625.0,917.0,
1000,200,45917.0,875.0,
1000,200,25125.0,1083.0,
1000,200,34625.0,833.0,
1000,200,30792.0,875.0,
1000,200,24500.0,959.0,
1000,200,21209.0,791.0,
1000,167,219459.0,958.0,
1000,167,22167.0,792.0,
1000,167,20750.0,833.0,
1000,167,21000.0,791.0,
1000,167,29042.0,792.0,
1000,167,24541.0,959.0,
1000,167,32833.0,792.0,
1000,167,31041.0,1000.0,
1000,167,29000.0,833.0,
1000,167,24625.0,1041.0,
1000,167,31917.0,917.0,
1000,167,32125.0,1041.0,
1000,167,32375.0,875.0,
1000,167,31792.0,834.0,
1000,167,28959.0,750.0,
1000,167,22625.0,750.0,
1000,167,26833.0,916.0,
1000,167,29208.0,917.0,
1000,167,27959.0,834.0,
1000,167,31208.0,834.0,
1000,167,28917.0,834.0,
1000,167,21625.0,750.0,
1000,167,25500.0,958.0,
1000,167,31709.0,833.0,
1000,167,31167.0,750.0,
1000,167,21291.0,750.0,
1000,167,22458.0,959.0,
1000,167,33125.0,875.0,
1000,167,32333.0,750.0,
1000,167,23042.0,875.0,
1000,143,235750.0,917.0,
1000,143,27875.0,875.0,
1000,143,34291.0,834.0,
1000,143,34083.0,959.0,
1000,143,29375.0,875.0,
1000,143,24334.0,875.0,
1000,143,32708.0,916.0,
1000,143,28667.0,833.0,
1000,143,23542.0,792.0,
1000,143,24333.0,1041.0,
1000,143,31167.0,750.0,
1000,143,26875.0,834.0,
1000,143,28000.0,1000.0,
1000,143,29292.0,875.0,
1000,143,23375.0,750.0,
1000,143,54000.0,958.0,
1000,143,30208.0,834.0,
1000,143,25250.0,750.0,
1000,143,26583.0,916.0,
1000,143,31459.0,958.0,
1000,143,29667.0,834.0,
1000,143,35250.0,834.0,
1000,143,27000.0,917.0,
1000,143,22958.0,792.0,
1000,143,16459.0,750.0,
1000,143,16250.0,833.0,
1000,143,20458.0,792.0,
1000,143,15167.0,792.0,
1000,143,29042.0,1041.0,
1000,143,30125.0,1000.0,
1000,125,251125.0,917.0,
1000,125,34208.0,917.0,
1000,125,31833.0,916.0,
