false,1000,1000,1121792,10291,N
false,1000,1000,87625,9916,N
false,1000,1000,40084,5750,Y
false,1000,1000,50667,10542,N
false,1000,1000,31834,1167,Y
false,1000,1000,41292,9458,N
false,1000,1000,39833,9167,N
false,1000,1000,36458,10416,N
false,1000,1000,47208,10208,Y
false,1000,1000,39417,9334,N
false,1000,1000,47041,10750,N
false,1000,1000,36916,7459,Y
false,1000,1000,28834,2417,Y
false,1000,1000,39125,10542,N
false,1000,1000,43333,9708,N
false,1000,1000,38916,9250,N
false,1000,1000,27250,1291,Y
false,1000,1000,22583,4208,Y
false,1000,1000,26667,8583,Y
false,1000,1000,35750,9292,N
false,1000,1000,25833,1416,Y
false,1000,1000,40708,9333,N
false,1000,1000,39083,9750,N
false,1000,1000,33958,9250,N
false,1000,1000,26667,5250,Y
false,1000,1000,29667,9083,N
false,1000,1000,17167,3083,Y
false,1000,1000,27708,9083,N
false,1000,1000,41292,9583,N
false,1000,1000,44833,10416,N
false,1000,500,336583,4958,Y
false,1000,500,107500,9167,N
false,1000,500,94666,9083,N
false,1000,500,33875,3667,Y
false,1000,500,41625,9125,N
false,1000,500,33792,9083,N
false,1000,500,41583,9083,N
false,1000,500,33292,9750,N
false,1000,500,33375,9709,N
false,1000,500,38000,9042,N
false,1000,500,39458,9083,N
false,1000,500,38042,9125,N
false,1000,500,35709,10166,N
false,1000,500,36083,1500,Y
false,1000,500,50209,3250,Y
false,1000,500,61792,8583,N
false,1000,500,52500,9000,N
false,1000,500,41459,9042,N
false,1000,500,36000,8959,N
false,1000,500,40750,9000,N
false,1000,500,36250,8958,N
false,1000,500,33500,8958,N
false,1000,500,33042,9000,N
false,1000,500,19250,667,Y
false,1000,500,29125,3500,Y
false,1000,500,60709,9416,N
false,1000,500,67250,9542,N
false,1000,500,38834,9250,N
false,1000,500,26750,9125,N
false,1000,500,24708,9250,N
false,1000,334,181250,9000,N
false,1000,334,44500,9541,N
false,1000,334,27125,2250,Y
false,1000,334,33584,9583,N
false,1000,334,27167,1500,Y
false,1000,334,33625,9250,N
false,1000,334,70792,10166,N
false,1000,334,39916,1709,Y
false,1000,334,32167,9208,N
false,1000,334,61375,542,Y
false,1000,334,45417,6875,N
false,1000,334,39250,4125,N
false,1000,334,31916,7000,Y
false,1000,334,33750,2334,N
false,1000,334,38791,333,Y
false,1000,334,54125,167,Y
false,1000,334,28209,2250,N
false,1000,334,44375,2500,N
false,1000,334,44792,2292,N
false,1000,334,32500,2292,N
false,1000,334,30666,458,Y
false,1000,334,36333,5875,Y
false,1000,334,24250,125,Y
false,1000,334,110459,6458,N
false,1000,334,25917,1042,Y
false,1000,334,21666,1417,Y
false,1000,334,29917,2542,Y
false,1000,334,34459,666,Y
false,1000,334,45250,2375,N
false,1000,334,47917,458,Y
false,1000,250,178625,2208,N
false,1000,250,33750,375,Y
false,1000,250,81834,2333,N
false,1000,250,66375,2250,N
false,1000,250,37875,2333,N
false,1000,250,30416,2292,N
false,1000,250,30208,3167,N
false,1000,250,31708,1375,Y
false,1000,250,33542,2375,N
false,1000,250,53375,1000,Y
false,1000,250,48417,292,Y
false,1000,250,42708,916,Y
false,1000,250,53750,2416,N
false,1000,250,39333,2250,N
false,1000,250,28750,2292,N
false,1000,250,39291,1250,Y
false,1000,250,36875,2375,N
false,1000,250,41041,875,Y
false,1000,250,49250,375,Y
false,1000,250,35625,2333,N
false,1000,250,39667,2125,Y
false,1000,250,36625,2292,N
false,1000,250,46042,3666,N
false,1000,250,71917,2250,N
false,1000,250,38125,2250,N
false,1000,250,42167,2292,N
false,1000,250,52709,2333,N
false,1000,250,38000,2333,N
false,1000,250,38208,2958,N
false,1000,250,36083,2375,N
false,1000,200,340084,83,Y
false,1000,200,58083,583,Y
false,1000,200,47959,2292,N
false,1000,200,44083,2333,N
false,1000,200,56375,125,Y
false,1000,200,58083,2334,N
false,1000,200,58916,750,Y
false,1000,200,56916,1334,Y
false,1000,200,45083,2375,N
false,1000,200,39583,1000,Y
false,1000,200,61167,2250,N
false,1000,200,53750,84,Y
false,1000,200,50875,7125,N
false,1000,200,45750,2333,N
false,1000,200,45833,2250,N
false,1000,200,47250,2333,N
false,1000,200,50041,2333,N
false,1000,200,60500,2375,N
false,1000,200,35958,2250,N
false,1000,200,129917,2250,N
false,1000,200,26250,83,Y
false,1000,200,50833,1792,Y
false,1000,200,42042,208,Y
false,1000,200,52125,4291,N
false,1000,200,52458,1166,Y
false,1000,200,48459,2291,N
false,1000,200,49959,2292,N
false,1000,200,30958,2250,N
false,1000,200,33875,2250,N
false,1000,200,43583,2458,N
false,1000,167,349333,2292,N
false,1000,167,45166,2750,N
false,1000,167,37000,2208,N
false,1000,167,39250,2292,N
false,1000,167,37125,958,Y
false,1000,167,38875,2333,N
false,1000,167,41542,2417,N
false,1000,167,38208,2291,N
false,1000,167,41583,2417,N
false,1000,167,43541,41,Y
false,1000,167,29292,2292,N
false,1000,167,30292,3042,N
false,1000,167,30959,2375,N
false,1000,167,76708,2333,N
false,1000,167,44416,2292,N
false,1000,167,36125,2375,N
false,1000,167,63667,2333,N
false,1000,167,53250,2292,N
false,1000,167,40834,2375,N
false,1000,167,46375,708,Y
false,1000,167,37542,291,Y
false,1000,167,32042,250,Y
false,1000,167,48916,2917,Y
false,1000,167,47417,2291,N
false,1000,167,48041,2250,N
false,1000,167,24583,2250,N
false,1000,167,38375,2333,N
false,1000,167,45875,2334,N
false,1000,167,50458,2250,N
false,1000,167,28916,2500,N
false,1000,143,353458,625,Y
false,1000,143,51083,2959,N
false,1000,143,26417,417,Y
false,1000,143,48125,2292,N
false,1000,143,31458,2333,N
false,1000,143,37209,2291,N
false,1000,143,50375,2250,N
false,1000,143,66583,250,Y
false,1000,143,35416,2333,N
false,1000,143,49250,333,Y
false,1000,143,40958,375,Y
false,1000,143,36958,625,Y
false,1000,143,26500,2250,N
false,1000,143,27458,2291,N
false,1000,143,45375,3375,N
false,1000,143,32625,1875,Y
false,1000,143,37666,2333,N
false,1000,143,39625,2417,N
false,1000,143,33958,1250,Y
false,1000,143,37708,2333,N
false,1000,143,35583,1375,Y
false,1000,143,52625,1916,Y
false,1000,143,25333,2208,N
false,1000,143,32708,1167,Y
false,1000,143,26875,333,Y
false,1000,143,37708,3334,N
false,1000,143,36375,2250,N
false,1000,143,34958,1000,Y
false,1000,143,38500,2209,N
false,1000,143,27583,3708,N
false,1000,125,318917,2250,N
false,1000,125,28583,2292,N
false,1000,125,32208,2292,N
false,1000,125,67500,1209,Y
false,1000,125,45583,667,Y
false,1000,125,37333,167,Y
false,1000,125,36209,3375,N
false,1000,125,46958,833,Y
false,1000,125,32458,2375,N
false,1000,125,48917,2333,N
false,1000,125,20584,1458,Y
false,1000,125,60833,625,Y
false,1000,125,37458,250,Y
false,1000,125,28042,2292,N
false,1000,125,31041,2583,N
false,1000,125,30959,2292,N
false,1000,125,24500,750,Y
false,1000,125,32667,375,Y
false,1000,125,33708,250,Y
false,1000,125,32417,2291,N
false,1000,125,19833,3042,N
false,1000,125,32459,2334,N
false,1000,125,31500,542,Y
false,1000,125,20959,2250,N
false,1000,125,20291,2250,N
false,1000,125,41750,2250,N
false,1000,125,34875,2333,N
false,1000,125,38042,916,Y
false,1000,125,36625,2375,N
false,1000,125,39916,917,Y
false,10000,10000,147208,22459,N
false,10000,10000,57667,23542,N
false,10000,10000,58833,22625,N
false,10000,10000,57625,22541,N
false,10000,10000,66916,22042,N
false,10000,10000,13791,1292,Y
false,10000,10000,20917,167,Y
false,10000,10000,54500,22584,N
false,10000,10000,14541,3542,Y
false,10000,10000,53791,22792,N
false,10000,10000,46709,22417,N
false,10000,10000,10916,1542,Y
false,10000,10000,45167,22417,N
false,10000,10000,11292,1625,Y
false,10000,10000,8916,208,Y
false,10000,10000,59458,22542,N
false,10000,10000,61459,23208,N
false,10000,10000,57375,22459,N
false,10000,10000,56583,22792,N
false,10000,10000,47167,22625,N
false,10000,10000,14292,1666,Y
false,10000,10000,51500,91750,N
false,10000,10000,14792,2333,Y
false,10000,10000,53417,83375,N
false,10000,10000,28917,27417,Y
false,10000,10000,12125,2958,Y
false,10000,10000,19000,12500,Y
false,10000,10000,48541,87417,N
false,10000,10000,49917,86458,N
false,10000,10000,44875,86750,N
false,10000,5000,183250,2708,Y
false,10000,5000,26333,12750,Y
false,10000,5000,12042,3416,Y
false,10000,5000,20250,3500,Y
false,10000,5000,34792,3875,Y
false,10000,5000,111042,85125,N
false,10000,5000,25584,3000,Y
false,10000,5000,22917,2833,Y
false,10000,5000,73333,88167,N
false,10000,5000,26000,1875,Y
false,10000,5000,13583,2833,Y
false,10000,5000,129250,87125,N
false,10000,5000,46459,86916,N
false,10000,5000,32125,5375,Y
false,10000,5000,18500,11292,Y
false,10000,5000,52333,87250,N
false,10000,5000,63583,87375,N
false,10000,5000,150791,87458,N
false,10000,5000,49666,87000,N
false,10000,5000,45167,86458,N
false,10000,5000,134125,87041,N
false,10000,5000,49916,87625,N
false,10000,5000,50125,87000,N
false,10000,5000,12042,333,Y
false,10000,5000,27833,87375,N
false,10000,5000,11833,3291,Y
