false,100,100,839084,57250
false,100,100,69916,26958
false,100,100,40292,26792
false,100,100,43292,24416
false,100,100,24417,8625
false,100,100,46875,6875
false,100,100,34125,8708
false,100,100,23792,6666
false,100,100,30375,9375
false,100,100,26708,6625
false,100,100,45542,7875
false,100,100,36917,7750
false,100,100,35333,6500
false,100,100,35250,7041
false,100,100,18583,6375
false,100,100,24458,6292
false,100,100,25500,6750
false,100,100,25292,6458
false,100,100,23375,6291
false,100,100,28666,9250
false,100,100,34292,6792
false,100,100,39583,10375
false,100,100,34333,7667
false,100,100,24666,8959
false,100,100,53292,6125
false,100,100,27083,7958
false,100,100,24750,7042
false,100,100,17583,7917
false,100,100,31709,7500
false,100,100,33000,8167
false,100,50,916583,7375
false,100,50,57458,10208
false,100,50,47333,6500
false,100,50,36250,7375
false,100,50,115708,5583
false,100,50,94291,7416
false,100,50,28750,5583
false,100,50,31417,4875
false,100,50,34459,4917
false,100,50,35042,5583
false,100,50,28333,5708
false,100,50,34292,5459
false,100,50,57375,5083
false,100,50,40916,4959
false,100,50,34875,5166
false,100,50,35583,5083
false,100,50,35250,6166
false,100,50,34084,5333
false,100,50,32583,5042
false,100,50,28250,4875
false,100,50,31500,8625
false,100,50,33750,5459
false,100,50,30208,5333
false,100,50,37500,6291
false,100,50,36792,5708
false,100,50,54667,6875
false,100,50,35125,4875
false,100,50,35042,7750
false,100,50,37083,4833
false,100,50,68708,6875
false,100,34,244000,4750
false,100,34,71583,7917
false,100,34,77666,5625
false,100,34,70000,8667
false,100,34,58083,5625
false,100,34,82791,8250
false,100,34,57458,5625
false,100,34,51792,7833
false,100,34,38625,5000
false,100,34,38500,7042
false,100,34,52667,5709
false,100,34,42417,6792
false,100,34,38291,5000
false,100,34,34875,5583
false,100,34,38958,4958
false,100,34,40042,5083
false,100,34,55125,5083
false,100,34,44167,4542
false,100,34,59625,6667
false,100,34,38958,5667
false,100,34,40959,5042
false,100,34,37375,5042
false,100,34,37125,6750
false,100,34,33875,5083
false,100,34,33458,6458
false,100,34,37083,5000
false,100,34,58709,8208
false,100,34,36250,4917
false,100,34,51334,6792
false,100,34,32459,5500
false,100,25,248458,9708
false,100,25,117583,5792
false,100,25,38250,7792
false,100,25,28875,5250
false,100,25,31708,7166
false,100,25,46833,5334
false,100,25,29750,7708
false,100,25,28708,5875
false,100,25,38917,9583
false,100,25,47041,5792
false,100,25,48167,5375
false,100,25,54000,6125
false,100,25,47542,5458
false,100,25,54833,5500
false,100,25,37417,9459
false,100,25,57750,8750
false,100,25,36375,4625
false,100,25,43500,6125
false,100,25,56625,6041
false,100,25,40208,7667
false,100,25,55375,5959
false,100,25,45958,7541
false,100,25,45583,5791
false,100,25,49042,8209
false,100,25,58375,5875
false,100,25,50208,5625
false,100,25,44542,5625
false,100,25,37166,5459
false,100,25,51375,5542
false,100,25,38625,5083
false,100,20,335666,7042
false,100,20,66959,5833
false,100,20,64917,8041
false,100,20,54667,6292
false,100,20,60041,8209
false,100,20,57000,5666
false,100,20,70625,8459
false,100,20,42084,4917
false,100,20,28625,6916
false,100,20,48375,5541
false,100,20,56167,8042
false,100,20,67583,6542
false,100,20,74417,6583
false,100,20,43542,4792
false,100,20,58709,8125
false,100,20,57500,5750
false,100,20,43208,7500
false,100,20,43375,5916
false,100,20,45125,8292
false,100,20,42625,6208
false,100,20,37416,10333
false,100,20,38375,5375
false,100,20,50375,7041
false,100,20,55000,5292
false,100,20,58625,5166
false,100,20,46750,5625
false,100,20,52333,5167
false,100,20,45791,5875
false,100,20,53417,5791
false,100,20,41125,5125
false,100,17,275334,4875
false,100,17,32250,8833
false,100,17,44875,5250
false,100,17,33666,8125
false,100,17,43208,5209
false,100,17,45583,9250
