100, 100, 858208.0, 2541.0
100, 100, 56875.0, 2500.0
100, 100, 59667.0, 1792.0
100, 100, 38625.0, 1834.0
100, 100, 25667.0, 1542.0
100, 100, 18375.0, 1583.0
100, 100, 17458.0, 1667.0
100, 100, 15959.0, 1541.0
100, 100, 23208.0, 1709.0
100, 100, 25000.0, 1708.0
100, 100, 21625.0, 2084.0
100, 100, 18667.0, 1750.0
100, 100, 20042.0, 1750.0
100, 100, 15125.0, 1541.0
100, 100, 14167.0, 1708.0
100, 100, 37125.0, 1708.0
100, 100, 29917.0, 1750.0
100, 100, 19583.0, 1708.0
100, 100, 18709.0, 1833.0
100, 100, 17959.0, 1708.0
100, 100, 17416.0, 2041.0
100, 100, 16625.0, 1583.0
100, 100, 15417.0, 1542.0
100, 100, 33792.0, 1666.0
100, 100, 32458.0, 1708.0
100, 100, 17958.0, 1667.0
100, 100, 16458.0, 1833.0
100, 100, 14375.0, 1750.0
100, 100, 14084.0, 1750.0
100, 100, 27833.0, 1750.0
100, 50, 129916.0, 2208.0
100, 50, 29625.0, 1625.0
100, 50, 22666.0, 1542.0
100, 50, 26667.0, 2042.0
100, 50, 31333.0, 1916.0
100, 50, 23333.0, 1583.0
100, 50, 15542.0, 1542.0
100, 50, 15083.0, 1500.0
100, 50, 20709.0, 1667.0
100, 50, 35167.0, 1750.0
100, 50, 26250.0, 2042.0
100, 50, 31208.0, 1833.0
100, 50, 26708.0, 1625.0
100, 50, 24834.0, 1666.0
100, 50, 30166.0, 1875.0
100, 50, 27750.0, 1583.0
100, 50, 18958.0, 1708.0
100, 50, 19583.0, 1584.0
100, 50, 21458.0, 1542.0
100, 50, 19333.0, 1625.0
100, 50, 24583.0, 1833.0
100, 50, 19625.0, 2208.0
100, 50, 21458.0, 1750.0
100, 50, 29125.0, 1625.0
100, 50, 29583.0, 1667.0
100, 50, 27833.0, 1875.0
100, 50, 29375.0, 1625.0
100, 50, 23833.0, 1625.0
100, 50, 19334.0, 1708.0
100, 50, 18583.0, 1625.0
100, 34, 153250.0, 1875.0
100, 34, 32542.0, 3000.0
100, 34, 31333.0, 1708.0
100, 34, 28959.0, 2000.0
100, 34, 28333.0, 1708.0
100, 34, 30750.0, 1750.0
100, 34, 36041.0, 2208.0
100, 34, 28500.0, 1791.0
100, 34, 27917.0, 2084.0
100, 34, 20125.0, 1584.0
100, 34, 13750.0, 1542.0
100, 34, 21375.0, 2750.0
100, 34, 16792.0, 1583.0
100, 34, 31542.0, 1833.0
100, 34, 27000.0, 1750.0
100, 34, 26541.0, 1584.0
100, 34, 22542.0, 1542.0
100, 34, 25250.0, 1584.0
100, 34, 15791.0, 1541.0
100, 34, 14250.0, 1500.0
100, 34, 15334.0, 1667.0
100, 34, 30541.0, 2667.0
100, 34, 18917.0, 1667.0
100, 34, 14625.0, 1792.0
100, 34, 16083.0, 1584.0
100, 34, 18291.0, 1625.0
100, 34, 22000.0, 1792.0
100, 34, 27792.0, 1625.0
100, 34, 32333.0, 1708.0
100, 34, 16750.0, 1667.0
100, 25, 112167.0, 1667.0
100, 25, 14917.0, 1792.0
100, 25, 18375.0, 2042.0
100, 25, 20042.0, 1666.0
100, 25, 24209.0, 1708.0
100, 25, 16250.0, 1583.0
100, 25, 14000.0, 1542.0
100, 25, 14208.0, 1542.0
100, 25, 23459.0, 1667.0
100, 25, 27292.0, 1625.0
100, 25, 23458.0, 1709.0
100, 25, 23459.0, 1583.0
100, 25, 27083.0, 4458.0
100, 25, 27791.0, 1667.0
100, 25, 19708.0, 1792.0
100, 25, 14542.0, 417.0
100, 25, 12791.0, 375.0
100, 25, 11458.0, 375.0
100, 25, 16541.0, 334.0
100, 25, 19125.0, 417.0
100, 25, 17166.0, 417.0
100, 25, 25000.0, 458.0
100, 25, 21917.0, 416.0
100, 25, 13542.0, 417.0
100, 25, 17292.0, 375.0
100, 25, 23500.0, 542.0
100, 25, 17125.0, 333.0
100, 25, 17500.0, 375.0
100, 25, 26916.0, 375.0
100, 25, 23667.0, 750.0
100, 20, 120875.0, 625.0
100, 20, 20834.0, 375.0
100, 20, 43750.0, 625.0
100, 20, 22917.0, 375.0
100, 20, 19792.0, 375.0
100, 20, 23042.0, 417.0
100, 20, 26667.0, 500.0
100, 20, 30625.0, 375.0
100, 20, 22958.0, 417.0
100, 20, 32916.0, 417.0
100, 20, 30333.0, 708.0
100, 20, 30083.0, 500.0
100, 20, 21291.0, 375.0
100, 20, 20792.0, 375.0
100, 20, 26625.0, 500.0
100, 20, 23125.0, 500.0
100, 20, 22667.0, 375.0
100, 20, 13584.0, 375.0
100, 20, 15375.0, 333.0
100, 20, 23666.0, 500.0
100, 20, 17625.0, 375.0
100, 20, 11709.0, 375.0
100, 20, 25500.0, 375.0
100, 20, 13833.0, 458.0
100, 20, 24917.0, 500.0
100, 20, 16333.0, 375.0
100, 20, 20667.0, 500.0
100, 20, 28250.0, 500.0
100, 20, 22583.0, 375.0
100, 20, 12750.0, 375.0
100, 17, 112875.0, 417.0
100, 17, 14208.0, 375.0
100, 17, 26834.0, 583.0
100, 17, 15000.0, 375.0
100, 17, 21541.0, 584.0
100, 17, 16500.0, 417.0
100, 17, 13333.0, 417.0
100, 17, 18667.0, 417.0
100, 17, 23625.0, 584.0
100, 17, 23167.0, 333.0
100, 17, 13666.0, 334.0
100, 17, 12167.0, 375.0
100, 17, 16417.0, 375.0
100, 17, 26958.0, 458.0
100, 17, 37333.0, 416.0
100, 17, 26500.0, 500.0
100, 17, 23167.0, 458.0
100, 17, 21875.0, 500.0
100, 17, 26500.0, 667.0
100, 17, 27000.0, 541.0
100, 17, 27834.0, 375.0
100, 17, 23000.0, 417.0
100, 17, 21709.0, 500.0
100, 17, 22250.0, 542.0
100, 17, 23041.0, 625.0
100, 17, 21625.0, 584.0
100, 17, 22791.0, 542.0
100, 17, 21959.0, 584.0
100, 17, 25292.0, 625.0
100, 17, 21334.0, 500.0
100, 15, 128958.0, 417.0
100, 15, 22583.0, 458.0
100, 15, 24458.0, 500.0
100, 15, 25750.0, 541.0
100, 15, 24625.0, 417.0
100, 15, 13667.0, 1583.0
100, 15, 13000.0, 417.0
100, 15, 12500.0, 375.0
100, 15, 12125.0, 333.0
100, 15, 12375.0, 375.0
100, 15, 15625.0, 375.0
100, 15, 16208.0, 709.0
100, 15, 25041.0, 334.0
100, 15, 14542.0, 375.0
100, 15, 13959.0, 333.0
100, 15, 12666.0, 334.0
100, 15, 23792.0, 333.0
100, 15, 26416.0, 458.0
100, 15, 20208.0, 375.0
100, 15, 22583.0, 625.0
100, 15, 23500.0, 542.0
100, 15, 25542.0, 542.0
100, 15, 21583.0, 667.0
100, 15, 22292.0, 625.0
100, 15, 21125.0, 583.0
100, 15, 22625.0, 625.0
100, 15, 23083.0, 541.0
100, 15, 22667.0, 542.0
100, 15, 24667.0, 500.0
100, 15, 16750.0, 333.0
100, 13, 170292.0, 458.0
100, 13, 19916.0, 417.0
100, 13, 23417.0, 625.0
100, 13, 21417.0, 375.0
100, 13, 28000.0, 625.0
100, 13, 25500.0, 708.0
100, 13, 15833.0, 459.0
100, 13, 13833.0, 375.0
100, 13, 17417.0, 542.0
100, 13, 19125.0, 375.0
100, 13, 17292.0, 375.0
100, 13, 12542.0, 375.0
100, 13, 14333.0, 375.0
100, 13, 14208.0, 333.0
100, 13, 12000.0, 375.0
100, 13, 25333.0, 500.0
100, 13, 17125.0, 416.0
100, 13, 15083.0, 417.0
100, 13, 16417.0, 417.0
100, 13, 14917.0, 375.0
100, 13, 19375.0, 333.0
100, 13, 12292.0, 334.0
100, 13, 14083.0, 333.0
100, 13, 27250.0, 666.0
100, 13, 28584.0, 625.0
100, 13, 18000.0, 334.0
100, 13, 34750.0, 416.0
100, 13, 16375.0, 333.0
100, 13, 23792.0, 667.0
100, 13, 26250.0, 500.0
1000, 1000, 115459.0, 2375.0
1000, 1000, 23583.0, 2459.0
1000, 1000, 31042.0, 4250.0
1000, 1000, 22833.0, 2500.0
1000, 1000, 14292.0, 2334.0
1000, 1000, 29500.0, 2458.0
1000, 1000, 21042.0, 2959.0
1000, 1000, 25125.0, 2417.0
1000, 1000, 14583.0, 2375.0
1000, 1000, 29375.0, 2541.0
1000, 1000, 19333.0, 3292.0
1000, 1000, 12792.0, 2334.0
1000, 1000, 12041.0, 2334.0
1000, 1000, 22000.0, 2334.0
1000, 1000, 12958.0, 2334.0
1000, 1000, 16459.0, 2333.0
1000, 1000, 16375.0, 2333.0
1000, 1000, 13375.0, 2333.0
1000, 1000, 12458.0, 2292.0
1000, 1000, 12542.0, 3000.0
1000, 1000, 11041.0, 2333.0
1000, 1000, 29459.0, 2708.0
1000, 1000, 21750.0, 2416.0
1000, 1000, 18375.0, 2334.0
1000, 1000, 12208.0, 2375.0
1000, 1000, 16125.0, 2334.0
1000, 1000, 24625.0, 2542.0
1000, 1000, 22042.0, 2917.0
1000, 1000, 12334.0, 2333.0
